uf_sigla;municipio_nome;setor_nome;ano;num_pessoas_empregadas
RO;ALTA FLORESTA D OESTE;Agropecuária;2020;376
RO;ARIQUEMES;Agropecuária;2020;1066
RO;CABIXI;Agropecuária;2020;152
RO;CACOAL;Agropecuária;2020;481
RO;CEREJEIRAS;Agropecuária;2020;213
RO;COLORADO DO OESTE;Agropecuária;2020;160
RO;CORUMBIARA;Agropecuária;2020;745
RO;COSTA MARQUES;Agropecuária;2020;100
RO;ESPIGAO D OESTE;Agropecuária;2020;427
RO;GUAJARA-MIRIM;Agropecuária;2020;66
RO;JARU;Agropecuária;2020;359
RO;JI-PARANA;Agropecuária;2020;612
RO;MACHADINHO D OESTE;Agropecuária;2020;209
RO;NOVA BRASILANDIA D OESTE;Agropecuária;2020;65
RO;OURO PRETO DO OESTE;Agropecuária;2020;277
RO;PIMENTA BUENO;Agropecuária;2020;557
RO;PORTO VELHO;Agropecuária;2020;1021
RO;PRESIDENTE MEDICI;Agropecuária;2020;204
RO;RIO CRESPO;Agropecuária;2020;353
RO;ROLIM DE MOURA;Agropecuária;2020;340
RO;SANTA LUZIA D OESTE;Agropecuária;2020;214
RO;VILHENA;Agropecuária;2020;1279
RO;SAO MIGUEL DO GUAPORE;Agropecuária;2020;194
RO;NOVA MAMORE;Agropecuária;2020;140
RO;ALVORADA D OESTE;Agropecuária;2020;121
RO;ALTO ALEGRE DOS PARECIS;Agropecuária;2020;111
RO;ALTO PARAISO;Agropecuária;2020;154
RO;BURITIS;Agropecuária;2020;169
RO;NOVO HORIZONTE DO OESTE;Agropecuária;2020;51
RO;CACAULANDIA;Agropecuária;2020;125
RO;CAMPO NOVO DE RONDONIA;Agropecuária;2020;157
RO;CANDEIAS DO JAMARI;Agropecuária;2020;314
RO;CASTANHEIRAS;Agropecuária;2020;128
RO;CHUPINGUAIA;Agropecuária;2020;827
RO;CUJUBIM;Agropecuária;2020;161
RO;GOVERNADOR JORGE TEIXEIRA;Agropecuária;2020;52
RO;ITAPUA DO OESTE;Agropecuária;2020;119
RO;MINISTRO ANDREAZZA;Agropecuária;2020;32
RO;MIRANTE DA SERRA;Agropecuária;2020;35
RO;MONTE NEGRO;Agropecuária;2020;129
RO;NOVA UNIAO;Agropecuária;2020;12
RO;PARECIS;Agropecuária;2020;257
RO;PIMENTEIRAS DO OESTE;Agropecuária;2020;341
RO;PRIMAVERA DE RONDONIA;Agropecuária;2020;65
RO;SAO FELIPE D OESTE;Agropecuária;2020;111
RO;SAO FRANCISCO DO GUAPORE;Agropecuária;2020;253
RO;SERINGUEIRAS;Agropecuária;2020;77
RO;TEIXEIROPOLIS;Agropecuária;2020;22
RO;THEOBROMA;Agropecuária;2020;188
RO;URUPA;Agropecuária;2020;49
RO;VALE DO ANARI;Agropecuária;2020;48
RO;VALE DO PARAISO;Agropecuária;2020;60
AC;ACRELANDIA;Agropecuária;2020;108
AC;ASSIS BRASIL;Agropecuária;2020;3
AC;BRASILEIA;Agropecuária;2020;56
AC;BUJARI;Agropecuária;2020;286
AC;CAPIXABA;Agropecuária;2020;124
AC;CRUZEIRO DO SUL;Agropecuária;2020;87
AC;EPITACIOLANDIA;Agropecuária;2020;12
AC;FEIJO;Agropecuária;2020;41
AC;JORDAO;Agropecuária;2020;0
AC;MANCIO LIMA;Agropecuária;2020;29
AC;MANOEL URBANO;Agropecuária;2020;4
AC;MARECHAL THAUMATURGO;Agropecuária;2020;1
AC;PLACIDO DE CASTRO;Agropecuária;2020;113
AC;PORTO WALTER;Agropecuária;2020;0
AC;RIO BRANCO;Agropecuária;2020;1072
AC;RODRIGUES ALVES;Agropecuária;2020;7
AC;SANTA ROSA DO PURUS;Agropecuária;2020;0
AC;SENADOR GUIOMARD;Agropecuária;2020;481
AC;SENA MADUREIRA;Agropecuária;2020;284
AC;TARAUACA;Agropecuária;2020;116
AC;XAPURI;Agropecuária;2020;152
AC;PORTO ACRE;Agropecuária;2020;215
AM;ALVARAES;Agropecuária;2020;0
AM;AMATURA;Agropecuária;2020;0
AM;ANAMA;Agropecuária;2020;0
AM;ANORI;Agropecuária;2020;0
AM;APUI;Agropecuária;2020;10
AM;ATALAIA DO NORTE;Agropecuária;2020;0
AM;AUTAZES;Agropecuária;2020;12
AM;BARCELOS;Agropecuária;2020;0
AM;BARREIRINHA;Agropecuária;2020;0
AM;BENJAMIN CONSTANT;Agropecuária;2020;0
AM;BERURI;Agropecuária;2020;0
AM;BOA VISTA DO RAMOS;Agropecuária;2020;0
AM;BOCA DO ACRE;Agropecuária;2020;383
AM;BORBA;Agropecuária;2020;0
AM;CAAPIRANGA;Agropecuária;2020;0
AM;CANUTAMA;Agropecuária;2020;24
AM;CARAUARI;Agropecuária;2020;10
AM;CAREIRO;Agropecuária;2020;4
AM;CAREIRO DA VARZEA;Agropecuária;2020;0
AM;COARI;Agropecuária;2020;4
AM;CODAJAS;Agropecuária;2020;0
AM;EIRUNEPE;Agropecuária;2020;0
AM;ENVIRA;Agropecuária;2020;2
AM;FONTE BOA;Agropecuária;2020;0
AM;GUAJARA;Agropecuária;2020;27
AM;HUMAITA;Agropecuária;2020;64
AM;IPIXUNA;Agropecuária;2020;1
AM;IRANDUBA;Agropecuária;2020;146
AM;ITACOATIARA;Agropecuária;2020;75
AM;ITAMARATI;Agropecuária;2020;0
AM;ITAPIRANGA;Agropecuária;2020;0
AM;JAPURA;Agropecuária;2020;2
AM;JURUA;Agropecuária;2020;1
AM;JUTAI;Agropecuária;2020;0
AM;LABREA;Agropecuária;2020;144
AM;MANACAPURU;Agropecuária;2020;132
AM;MANAQUIRI;Agropecuária;2020;0
AM;MANAUS;Agropecuária;2020;1186
AM;MANICORE;Agropecuária;2020;24
AM;MARAA;Agropecuária;2020;0
AM;MAUES;Agropecuária;2020;14
AM;NHAMUNDA;Agropecuária;2020;0
AM;NOVA OLINDA DO NORTE;Agropecuária;2020;0
AM;NOVO AIRAO;Agropecuária;2020;1
AM;NOVO ARIPUANA;Agropecuária;2020;3
AM;PARINTINS;Agropecuária;2020;6
AM;PAUINI;Agropecuária;2020;0
AM;PRESIDENTE FIGUEIREDO;Agropecuária;2020;812
AM;RIO PRETO DA EVA;Agropecuária;2020;152
AM;SANTA ISABEL DO RIO NEGRO;Agropecuária;2020;0
AM;SANTO ANTONIO DO ICA;Agropecuária;2020;1
AM;SAO GABRIEL DA CACHOEIRA;Agropecuária;2020;0
AM;SAO PAULO DE OLIVENCA;Agropecuária;2020;0
AM;SAO SEBASTIAO DO UATUMA;Agropecuária;2020;0
AM;SILVES;Agropecuária;2020;0
AM;TABATINGA;Agropecuária;2020;3
AM;TAPAUA;Agropecuária;2020;1
AM;TEFE;Agropecuária;2020;1
AM;TONANTINS;Agropecuária;2020;0
AM;UARINI;Agropecuária;2020;0
AM;URUCARA;Agropecuária;2020;6
AM;URUCURITUBA;Agropecuária;2020;0
RR;AMAJARI;Agropecuária;2020;59
RR;ALTO ALEGRE;Agropecuária;2020;104
RR;BOA VISTA;Agropecuária;2020;530
RR;BONFIM;Agropecuária;2020;341
RR;CANTA;Agropecuária;2020;59
RR;CARACARAI;Agropecuária;2020;69
RR;CAROEBE;Agropecuária;2020;25
RR;IRACEMA;Agropecuária;2020;20
RR;MUCAJAI;Agropecuária;2020;114
RR;NORMANDIA;Agropecuária;2020;40
RR;PACARAIMA;Agropecuária;2020;0
RR;RORAINOPOLIS;Agropecuária;2020;206
RR;SAO JOAO DA BALIZA;Agropecuária;2020;7
RR;SAO LUIZ;Agropecuária;2020;14
RR;UIRAMUTA;Agropecuária;2020;0
PA;ABAETETUBA;Agropecuária;2020;212
PA;ABEL FIGUEIREDO;Agropecuária;2020;80
PA;ACARA;Agropecuária;2020;1240
PA;AFUA;Agropecuária;2020;0
PA;AGUA AZUL DO NORTE;Agropecuária;2020;650
PA;ALENQUER;Agropecuária;2020;17
PA;ALMEIRIM;Agropecuária;2020;466
PA;ALTAMIRA;Agropecuária;2020;435
PA;ANAJAS;Agropecuária;2020;0
PA;ANANINDEUA;Agropecuária;2020;2287
PA;ANAPU;Agropecuária;2020;52
PA;AUGUSTO CORREA;Agropecuária;2020;4
PA;AURORA DO PARA;Agropecuária;2020;190
PA;AVEIRO;Agropecuária;2020;45
PA;BAGRE;Agropecuária;2020;0
PA;BAIAO;Agropecuária;2020;48
PA;BANNACH;Agropecuária;2020;311
PA;BARCARENA;Agropecuária;2020;13
PA;BELEM;Agropecuária;2020;1154
PA;BELTERRA;Agropecuária;2020;518
PA;BENEVIDES;Agropecuária;2020;426
PA;BOM JESUS DO TOCANTINS;Agropecuária;2020;175
PA;BONITO;Agropecuária;2020;72
PA;BRAGANCA;Agropecuária;2020;119
PA;BRASIL NOVO;Agropecuária;2020;21
PA;BREJO GRANDE DO ARAGUAIA;Agropecuária;2020;143
PA;BREU BRANCO;Agropecuária;2020;416
PA;BREVES;Agropecuária;2020;7
PA;BUJARU;Agropecuária;2020;79
PA;CACHOEIRA DO PIRIA;Agropecuária;2020;8
PA;CACHOEIRA DO ARARI;Agropecuária;2020;38
PA;CAMETA;Agropecuária;2020;1
PA;CANAA DOS CARAJAS;Agropecuária;2020;228
PA;CAPANEMA;Agropecuária;2020;224
PA;CAPITAO POCO;Agropecuária;2020;513
PA;CASTANHAL;Agropecuária;2020;694
PA;CHAVES;Agropecuária;2020;203
PA;COLARES;Agropecuária;2020;2
PA;CONCEICAO DO ARAGUAIA;Agropecuária;2020;267
PA;CONCORDIA DO PARA;Agropecuária;2020;1222
PA;CUMARU DO NORTE;Agropecuária;2020;1035
PA;CURIONOPOLIS;Agropecuária;2020;459
PA;CURRALINHO;Agropecuária;2020;0
PA;CURUA;Agropecuária;2020;0
PA;CURUCA;Agropecuária;2020;65
PA;DOM ELISEU;Agropecuária;2020;709
PA;ELDORADO DO CARAJAS;Agropecuária;2020;95
PA;FARO;Agropecuária;2020;0
PA;FLORESTA DO ARAGUAIA;Agropecuária;2020;201
PA;GARRAFAO DO NORTE;Agropecuária;2020;39
PA;GOIANESIA DO PARA;Agropecuária;2020;289
PA;GURUPA;Agropecuária;2020;0
PA;IGARAPE-ACU;Agropecuária;2020;575
PA;IGARAPE-MIRI;Agropecuária;2020;9
PA;INHANGAPI;Agropecuária;2020;108
PA;IPIXUNA DO PARA;Agropecuária;2020;381
PA;IRITUIA;Agropecuária;2020;111
PA;ITAITUBA;Agropecuária;2020;170
PA;ITUPIRANGA;Agropecuária;2020;315
PA;JACAREACANGA;Agropecuária;2020;53
PA;JACUNDA;Agropecuária;2020;136
PA;JURUTI;Agropecuária;2020;52
PA;LIMOEIRO DO AJURU;Agropecuária;2020;0
PA;MAE DO RIO;Agropecuária;2020;199
PA;MAGALHAES BARATA;Agropecuária;2020;5
PA;MARABA;Agropecuária;2020;970
PA;MARACANA;Agropecuária;2020;77
PA;MARAPANIM;Agropecuária;2020;31
PA;MARITUBA;Agropecuária;2020;7
PA;MEDICILANDIA;Agropecuária;2020;75
PA;MELGACO;Agropecuária;2020;0
PA;MOCAJUBA;Agropecuária;2020;0
PA;MOJU;Agropecuária;2020;3903
PA;MOJUI DOS CAMPOS;Agropecuária;2020;63
PA;MONTE ALEGRE;Agropecuária;2020;66
PA;MUANA;Agropecuária;2020;27
PA;NOVA ESPERANCA DO PIRIA;Agropecuária;2020;62
PA;NOVA IPIXUNA;Agropecuária;2020;59
PA;NOVA TIMBOTEUA;Agropecuária;2020;86
PA;NOVO PROGRESSO;Agropecuária;2020;329
PA;NOVO REPARTIMENTO;Agropecuária;2020;386
PA;OBIDOS;Agropecuária;2020;53
PA;OEIRAS DO PARA;Agropecuária;2020;0
PA;ORIXIMINA;Agropecuária;2020;80
PA;OUREM;Agropecuária;2020;25
PA;OURILANDIA DO NORTE;Agropecuária;2020;162
PA;PACAJA;Agropecuária;2020;171
PA;PALESTINA DO PARA;Agropecuária;2020;121
PA;PARAGOMINAS;Agropecuária;2020;2791
PA;PARAUAPEBAS;Agropecuária;2020;323
PA;PAU D ARCO;Agropecuária;2020;208
PA;PEIXE-BOI;Agropecuária;2020;46
PA;PICARRA;Agropecuária;2020;415
PA;PLACAS;Agropecuária;2020;16
PA;PONTA DE PEDRAS;Agropecuária;2020;40
PA;PORTEL;Agropecuária;2020;122
PA;PORTO DE MOZ;Agropecuária;2020;29
PA;PRAINHA;Agropecuária;2020;121
PA;PRIMAVERA;Agropecuária;2020;3
PA;QUATIPURU;Agropecuária;2020;0
PA;REDENCAO;Agropecuária;2020;689
PA;RIO MARIA;Agropecuária;2020;514
PA;RONDON DO PARA;Agropecuária;2020;682
PA;RUROPOLIS;Agropecuária;2020;8
PA;SALINOPOLIS;Agropecuária;2020;0
PA;SALVATERRA;Agropecuária;2020;28
PA;SANTA BARBARA DO PARA;Agropecuária;2020;362
PA;SANTA CRUZ DO ARARI;Agropecuária;2020;17
PA;SANTA IZABEL DO PARA;Agropecuária;2020;3603
PA;SANTA LUZIA DO PARA;Agropecuária;2020;50
PA;SANTA MARIA DAS BARREIRAS;Agropecuária;2020;944
PA;SANTA MARIA DO PARA;Agropecuária;2020;65
PA;SANTANA DO ARAGUAIA;Agropecuária;2020;1299
PA;SANTAREM;Agropecuária;2020;800
PA;SANTAREM NOVO;Agropecuária;2020;9
PA;SANTO ANTONIO DO TAUA;Agropecuária;2020;723
PA;SAO CAETANO DE ODIVELAS;Agropecuária;2020;63
PA;SAO DOMINGOS DO ARAGUAIA;Agropecuária;2020;116
PA;SAO DOMINGOS DO CAPIM;Agropecuária;2020;130
PA;SAO FELIX DO XINGU;Agropecuária;2020;1731
PA;SAO FRANCISCO DO PARA;Agropecuária;2020;217
PA;SAO GERALDO DO ARAGUAIA;Agropecuária;2020;411
PA;SAO JOAO DA PONTA;Agropecuária;2020;10
PA;SAO JOAO DE PIRABAS;Agropecuária;2020;18
PA;SAO JOAO DO ARAGUAIA;Agropecuária;2020;82
PA;SAO MIGUEL DO GUAMA;Agropecuária;2020;142
PA;SAO SEBASTIAO DA BOA VISTA;Agropecuária;2020;0
PA;SAPUCAIA;Agropecuária;2020;515
PA;SENADOR JOSE PORFIRIO;Agropecuária;2020;15
PA;SOURE;Agropecuária;2020;93
PA;TAILANDIA;Agropecuária;2020;3611
PA;TERRA ALTA;Agropecuária;2020;56
PA;TERRA SANTA;Agropecuária;2020;158
PA;TOME-ACU;Agropecuária;2020;1893
PA;TRACUATEUA;Agropecuária;2020;23
PA;TRAIRAO;Agropecuária;2020;22
PA;TUCUMA;Agropecuária;2020;141
PA;TUCURUI;Agropecuária;2020;141
PA;ULIANOPOLIS;Agropecuária;2020;557
PA;URUARA;Agropecuária;2020;164
PA;VIGIA;Agropecuária;2020;686
PA;VISEU;Agropecuária;2020;65
PA;VITORIA DO XINGU;Agropecuária;2020;130
PA;XINGUARA;Agropecuária;2020;1194
AP;SERRA DO NAVIO;Agropecuária;2020;0
AP;AMAPA;Agropecuária;2020;48
AP;PEDRA BRANCA DO AMAPARI;Agropecuária;2020;2
AP;CALCOENE;Agropecuária;2020;5
AP;CUTIAS;Agropecuária;2020;23
AP;FERREIRA GOMES;Agropecuária;2020;2
AP;ITAUBAL;Agropecuária;2020;20
AP;LARANJAL DO JARI;Agropecuária;2020;2
AP;MACAPA;Agropecuária;2020;375
AP;MAZAGAO;Agropecuária;2020;1
AP;OIAPOQUE;Agropecuária;2020;1
AP;PORTO GRANDE;Agropecuária;2020;404
AP;PRACUUBA;Agropecuária;2020;0
AP;SANTANA;Agropecuária;2020;15
AP;TARTARUGALZINHO;Agropecuária;2020;104
AP;VITORIA DO JARI;Agropecuária;2020;0
TO;ABREULANDIA;Agropecuária;2020;86
TO;AGUIARNOPOLIS;Agropecuária;2020;1011
TO;ALIANCA DO TOCANTINS;Agropecuária;2020;152
TO;ALMAS;Agropecuária;2020;129
TO;ALVORADA;Agropecuária;2020;159
TO;ANANAS;Agropecuária;2020;213
TO;ANGICO;Agropecuária;2020;75
TO;APARECIDA DO RIO NEGRO;Agropecuária;2020;168
TO;ARAGOMINAS;Agropecuária;2020;166
TO;ARAGUACEMA;Agropecuária;2020;145
TO;ARAGUACU;Agropecuária;2020;591
TO;ARAGUAINA;Agropecuária;2020;1247
TO;ARAGUANA;Agropecuária;2020;233
TO;ARAGUATINS;Agropecuária;2020;196
TO;ARAPOEMA;Agropecuária;2020;311
TO;ARRAIAS;Agropecuária;2020;174
TO;AUGUSTINOPOLIS;Agropecuária;2020;57
TO;AURORA DO TOCANTINS;Agropecuária;2020;20
TO;AXIXA DO TOCANTINS;Agropecuária;2020;32
TO;BABACULANDIA;Agropecuária;2020;399
TO;BANDEIRANTES DO TOCANTINS;Agropecuária;2020;271
TO;BARRA DO OURO;Agropecuária;2020;83
TO;BARROLANDIA;Agropecuária;2020;75
TO;BERNARDO SAYAO;Agropecuária;2020;184
TO;BOM JESUS DO TOCANTINS;Agropecuária;2020;58
TO;BRASILANDIA DO TOCANTINS;Agropecuária;2020;92
TO;BREJINHO DE NAZARE;Agropecuária;2020;345
TO;BURITI DO TOCANTINS;Agropecuária;2020;14
TO;CACHOEIRINHA;Agropecuária;2020;33
TO;CAMPOS LINDOS;Agropecuária;2020;530
TO;CARIRI DO TOCANTINS;Agropecuária;2020;235
TO;CARMOLANDIA;Agropecuária;2020;96
TO;CARRASCO BONITO;Agropecuária;2020;16
TO;CASEARA;Agropecuária;2020;378
TO;CENTENARIO;Agropecuária;2020;45
TO;CHAPADA DE AREIA;Agropecuária;2020;28
TO;CHAPADA DA NATIVIDADE;Agropecuária;2020;84
TO;COLINAS DO TOCANTINS;Agropecuária;2020;205
TO;COMBINADO;Agropecuária;2020;9
TO;CONCEICAO DO TOCANTINS;Agropecuária;2020;42
TO;COUTO MAGALHAES;Agropecuária;2020;122
TO;CRISTALANDIA;Agropecuária;2020;197
TO;CRIXAS DO TOCANTINS;Agropecuária;2020;44
TO;DARCINOPOLIS;Agropecuária;2020;398
TO;DIANOPOLIS;Agropecuária;2020;445
TO;DIVINOPOLIS DO TOCANTINS;Agropecuária;2020;255
TO;DOIS IRMAOS DO TOCANTINS;Agropecuária;2020;189
TO;DUERE;Agropecuária;2020;254
TO;ESPERANTINA;Agropecuária;2020;14
TO;FATIMA;Agropecuária;2020;57
TO;FIGUEIROPOLIS;Agropecuária;2020;209
TO;FILADELFIA;Agropecuária;2020;104
TO;FORMOSO DO ARAGUAIA;Agropecuária;2020;874
TO;FORTALEZA DO TABOCAO;Agropecuária;2020;83
TO;GOIANORTE;Agropecuária;2020;84
TO;GOIATINS;Agropecuária;2020;208
TO;GUARAI;Agropecuária;2020;194
TO;GURUPI;Agropecuária;2020;363
TO;IPUEIRAS;Agropecuária;2020;53
TO;ITACAJA;Agropecuária;2020;62
TO;ITAGUATINS;Agropecuária;2020;70
TO;ITAPIRATINS;Agropecuária;2020;78
TO;ITAPORA DO TOCANTINS;Agropecuária;2020;188
TO;JAU DO TOCANTINS;Agropecuária;2020;56
TO;JUARINA;Agropecuária;2020;18
TO;LAGOA DA CONFUSAO;Agropecuária;2020;822
TO;LAGOA DO TOCANTINS;Agropecuária;2020;27
TO;LAJEADO;Agropecuária;2020;22
TO;LAVANDEIRA;Agropecuária;2020;12
TO;LIZARDA;Agropecuária;2020;31
TO;LUZINOPOLIS;Agropecuária;2020;43
TO;MARIANOPOLIS DO TOCANTINS;Agropecuária;2020;474
TO;MATEIROS;Agropecuária;2020;186
TO;MAURILANDIA DO TOCANTINS;Agropecuária;2020;32
TO;MIRACEMA DO TOCANTINS;Agropecuária;2020;247
TO;MIRANORTE;Agropecuária;2020;293
TO;MONTE DO CARMO;Agropecuária;2020;228
TO;MONTE SANTO DO TOCANTINS;Agropecuária;2020;77
TO;PALMEIRAS DO TOCANTINS;Agropecuária;2020;49
TO;MURICILANDIA;Agropecuária;2020;138
TO;NATIVIDADE;Agropecuária;2020;123
TO;NAZARE;Agropecuária;2020;29
TO;NOVA OLINDA;Agropecuária;2020;81
TO;NOVA ROSALANDIA;Agropecuária;2020;105
TO;NOVO ACORDO;Agropecuária;2020;94
TO;NOVO ALEGRE;Agropecuária;2020;11
TO;NOVO JARDIM;Agropecuária;2020;24
TO;OLIVEIRA DE FATIMA;Agropecuária;2020;25
TO;PALMEIRANTE;Agropecuária;2020;113
TO;PALMEIROPOLIS;Agropecuária;2020;242
TO;PARAISO DO TOCANTINS;Agropecuária;2020;299
TO;PARANA;Agropecuária;2020;106
TO;PAU D ARCO;Agropecuária;2020;110
TO;PEDRO AFONSO;Agropecuária;2020;180
TO;PEIXE;Agropecuária;2020;459
TO;PEQUIZEIRO;Agropecuária;2020;102
TO;COLMEIA;Agropecuária;2020;71
TO;PINDORAMA DO TOCANTINS;Agropecuária;2020;37
TO;PIRAQUE;Agropecuária;2020;297
TO;PIUM;Agropecuária;2020;449
TO;PONTE ALTA DO BOM JESUS;Agropecuária;2020;31
TO;PONTE ALTA DO TOCANTINS;Agropecuária;2020;102
TO;PORTO ALEGRE DO TOCANTINS;Agropecuária;2020;46
TO;PORTO NACIONAL;Agropecuária;2020;1050
TO;PRAIA NORTE;Agropecuária;2020;9
TO;PRESIDENTE KENNEDY;Agropecuária;2020;42
TO;PUGMIL;Agropecuária;2020;38
TO;RECURSOLANDIA;Agropecuária;2020;57
TO;RIACHINHO;Agropecuária;2020;33
TO;RIO DA CONCEICAO;Agropecuária;2020;41
TO;RIO DOS BOIS;Agropecuária;2020;35
TO;RIO SONO;Agropecuária;2020;67
TO;SAMPAIO;Agropecuária;2020;5
TO;SANDOLANDIA;Agropecuária;2020;185
TO;SANTA FE DO ARAGUAIA;Agropecuária;2020;268
TO;SANTA MARIA DO TOCANTINS;Agropecuária;2020;44
TO;SANTA RITA DO TOCANTINS;Agropecuária;2020;173
TO;SANTA ROSA DO TOCANTINS;Agropecuária;2020;173
TO;SANTA TEREZA DO TOCANTINS;Agropecuária;2020;26
TO;SANTA TEREZINHA DO TOCANTINS;Agropecuária;2020;20
TO;SAO BENTO DO TOCANTINS;Agropecuária;2020;160
TO;SAO FELIX DO TOCANTINS;Agropecuária;2020;6
TO;SAO MIGUEL DO TOCANTINS;Agropecuária;2020;100
TO;SAO SALVADOR DO TOCANTINS;Agropecuária;2020;28
TO;SAO SEBASTIAO DO TOCANTINS;Agropecuária;2020;14
TO;SAO VALERIO;Agropecuária;2020;98
TO;SILVANOPOLIS;Agropecuária;2020;106
TO;SITIO NOVO DO TOCANTINS;Agropecuária;2020;44
TO;SUCUPIRA;Agropecuária;2020;99
TO;TAGUATINGA;Agropecuária;2020;76
TO;TAIPAS DO TOCANTINS;Agropecuária;2020;28
TO;TALISMA;Agropecuária;2020;208
TO;PALMAS;Agropecuária;2020;239
TO;TOCANTINIA;Agropecuária;2020;52
TO;TOCANTINOPOLIS;Agropecuária;2020;132
TO;TUPIRAMA;Agropecuária;2020;23
TO;TUPIRATINS;Agropecuária;2020;13
TO;WANDERLANDIA;Agropecuária;2020;160
TO;XAMBIOA;Agropecuária;2020;226
MA;ACAILANDIA;Agropecuária;2020;2473
MA;AFONSO CUNHA;Agropecuária;2020;29
MA;AGUA DOCE DO MARANHAO;Agropecuária;2020;14
MA;ALCANTARA;Agropecuária;2020;3
MA;ALDEIAS ALTAS;Agropecuária;2020;0
MA;ALTAMIRA DO MARANHAO;Agropecuária;2020;66
MA;ALTO ALEGRE DO MARANHAO;Agropecuária;2020;6
MA;ALTO ALEGRE DO PINDARE;Agropecuária;2020;8
MA;ALTO PARNAIBA;Agropecuária;2020;428
MA;AMAPA DO MARANHAO;Agropecuária;2020;0
MA;AMARANTE DO MARANHAO;Agropecuária;2020;89
MA;ANAJATUBA;Agropecuária;2020;0
MA;ANAPURUS;Agropecuária;2020;42
MA;APICUM-ACU;Agropecuária;2020;0
MA;ARAGUANA;Agropecuária;2020;2
MA;ARAIOSES;Agropecuária;2020;8
MA;ARAME;Agropecuária;2020;52
MA;ARARI;Agropecuária;2020;14
MA;AXIXA;Agropecuária;2020;19
MA;BACABAL;Agropecuária;2020;302
MA;BACABEIRA;Agropecuária;2020;37
MA;BACURI;Agropecuária;2020;0
MA;BACURITUBA;Agropecuária;2020;0
MA;BALSAS;Agropecuária;2020;2947
MA;BARAO DE GRAJAU;Agropecuária;2020;11
MA;BARRA DO CORDA;Agropecuária;2020;230
MA;BARREIRINHAS;Agropecuária;2020;1
MA;BELAGUA;Agropecuária;2020;0
MA;BELA VISTA DO MARANHAO;Agropecuária;2020;129
MA;BENEDITO LEITE;Agropecuária;2020;47
MA;BEQUIMAO;Agropecuária;2020;1
MA;BERNARDO DO MEARIM;Agropecuária;2020;12
MA;BOA VISTA DO GURUPI;Agropecuária;2020;0
MA;BOM JARDIM;Agropecuária;2020;157
MA;BOM JESUS DAS SELVAS;Agropecuária;2020;308
MA;BOM LUGAR;Agropecuária;2020;30
MA;BREJO;Agropecuária;2020;91
MA;BREJO DE AREIA;Agropecuária;2020;0
MA;BURITI;Agropecuária;2020;48
MA;BURITI BRAVO;Agropecuária;2020;19
MA;BURITICUPU;Agropecuária;2020;225
MA;BURITIRANA;Agropecuária;2020;42
MA;CACHOEIRA GRANDE;Agropecuária;2020;0
MA;CAJAPIO;Agropecuária;2020;3
MA;CAJARI;Agropecuária;2020;0
MA;CAMPESTRE DO MARANHAO;Agropecuária;2020;528
MA;CANDIDO MENDES;Agropecuária;2020;4
MA;CANTANHEDE;Agropecuária;2020;18
MA;CAPINZAL DO NORTE;Agropecuária;2020;149
MA;CAROLINA;Agropecuária;2020;477
MA;CARUTAPERA;Agropecuária;2020;75
MA;CAXIAS;Agropecuária;2020;287
MA;CEDRAL;Agropecuária;2020;0
MA;CENTRAL DO MARANHAO;Agropecuária;2020;1
MA;CENTRO DO GUILHERME;Agropecuária;2020;1
MA;CENTRO NOVO DO MARANHAO;Agropecuária;2020;21
MA;CHAPADINHA;Agropecuária;2020;91
MA;CIDELANDIA;Agropecuária;2020;158
MA;CODO;Agropecuária;2020;280
MA;COELHO NETO;Agropecuária;2020;76
MA;COLINAS;Agropecuária;2020;35
MA;CONCEICAO DO LAGO-ACU;Agropecuária;2020;12
MA;COROATA;Agropecuária;2020;37
MA;CURURUPU;Agropecuária;2020;0
MA;DAVINOPOLIS;Agropecuária;2020;51
MA;DOM PEDRO;Agropecuária;2020;23
MA;DUQUE BACELAR;Agropecuária;2020;0
MA;ESPERANTINOPOLIS;Agropecuária;2020;0
MA;ESTREITO;Agropecuária;2020;104
MA;FEIRA NOVA DO MARANHAO;Agropecuária;2020;5
MA;FERNANDO FALCAO;Agropecuária;2020;45
MA;FORMOSA DA SERRA NEGRA;Agropecuária;2020;13
MA;FORTALEZA DOS NOGUEIRAS;Agropecuária;2020;104
MA;FORTUNA;Agropecuária;2020;0
MA;GODOFREDO VIANA;Agropecuária;2020;0
MA;GONCALVES DIAS;Agropecuária;2020;0
MA;GOVERNADOR ARCHER;Agropecuária;2020;24
MA;GOVERNADOR EDISON LOBAO;Agropecuária;2020;116
MA;GOVERNADOR EUGENIO BARROS;Agropecuária;2020;15
MA;GOVERNADOR LUIZ ROCHA;Agropecuária;2020;9
MA;GOVERNADOR NEWTON BELLO;Agropecuária;2020;35
MA;GOVERNADOR NUNES FREIRE;Agropecuária;2020;10
MA;GRACA ARANHA;Agropecuária;2020;0
MA;GRAJAU;Agropecuária;2020;1138
MA;GUIMARAES;Agropecuária;2020;0
MA;HUMBERTO DE CAMPOS;Agropecuária;2020;0
MA;ICATU;Agropecuária;2020;0
MA;IGARAPE DO MEIO;Agropecuária;2020;30
MA;IGARAPE GRANDE;Agropecuária;2020;6
MA;IMPERATRIZ;Agropecuária;2020;1457
MA;ITAIPAVA DO GRAJAU;Agropecuária;2020;0
MA;ITAPECURU MIRIM;Agropecuária;2020;58
